province,district,zone,soil_type,rainfall_mm,temperature_c,pH,season,shade,chosen_crop,good_bad
Uva,Monaragala,Dry Zone,loamy,1338,24.5,4.7,Maha,no,coffee,0
Uva,Monaragala,Dry Zone,loamy,1338,24.5,4.7,Maha,no,paddy,0
North Central,Anuradhapura,Dry Zone,compost_rich,2612,22.1,6.5,Yala,yes,mushroom,1
North Central,Anuradhapura,Dry Zone,compost_rich,2612,22.1,6.5,Yala,yes,ginger,0
North Central,Anuradhapura,Dry Zone,compost_rich,2612,22.1,6.5,Yala,yes,coconut,0
Northern,Vavuniya,Wet Zone,clay,1739,32.2,6.5,Yala,no,maize,1
Northern,Vavuniya,Wet Zone,clay,1739,32.2,6.5,Yala,no,vegetables,0
Northern,Vavuniya,Wet Zone,clay,1739,32.2,6.5,Yala,no,turmeric,0
Central,Nuwara Eliya,Dry Zone,sandy_loam,1202,26.8,5.2,Yala,no,pepper,1
Central,Nuwara Eliya,Dry Zone,sandy_loam,1202,26.8,5.2,Yala,no,maize,0
Central,Nuwara Eliya,Dry Zone,sandy_loam,1202,26.8,5.2,Yala,no,fruits,0
Uva,Monaragala,Dry Zone,compost_rich,1560,30.0,7.0,Maha,no,pepper,1
Uva,Monaragala,Dry Zone,compost_rich,1560,30.0,7.0,Maha,no,cinnamon,0
Uva,Monaragala,Dry Zone,compost_rich,1560,30.0,7.0,Maha,no,ginger,0
North Western,Puttalam,Wet Zone,sandy_loam,1195,22.5,6.6,Maha,yes,coconut,1
North Western,Puttalam,Wet Zone,sandy_loam,1195,22.5,6.6,Maha,yes,fruits,0
North Western,Puttalam,Wet Zone,sandy_loam,1195,22.5,6.6,Maha,yes,rubber,0
Western,Colombo,Dry Zone,sandy_loam,1389,30.7,6.0,Maha,yes,banana,1
Western,Colombo,Dry Zone,sandy_loam,1389,30.7,6.0,Maha,yes,maize,0
Western,Colombo,Dry Zone,sandy_loam,1389,30.7,6.0,Maha,yes,fruits,0
North Western,Puttalam,Intermediate Zone,clay,1426,26.5,7.4,Yala,yes,coconut,1
North Western,Puttalam,Intermediate Zone,clay,1426,26.5,7.4,Yala,yes,mushroom,0
North Western,Puttalam,Intermediate Zone,clay,1426,26.5,7.4,Yala,yes,cinnamon,0
Central,Kandy,Dry Zone,sandy_loam,1309,23.4,4.7,Yala,no,pepper,1
Central,Kandy,Dry Zone,sandy_loam,1309,23.4,4.7,Yala,no,mushroom,0
Central,Kandy,Dry Zone,sandy_loam,1309,23.4,4.7,Yala,no,banana,0
Eastern,Trincomalee,Dry Zone,sandy_loam,1640,32.3,5.1,Maha,no,banana,1
Eastern,Trincomalee,Dry Zone,sandy_loam,1640,32.3,5.1,Maha,no,vegetables,0
Eastern,Trincomalee,Dry Zone,sandy_loam,1640,32.3,5.1,Maha,no,tea,0
North Western,Puttalam,Dry Zone,sandy_loam,1241,22.7,6.3,Yala,no,fruits,1
North Western,Puttalam,Dry Zone,sandy_loam,1241,22.7,6.3,Yala,no,tea,0
North Western,Puttalam,Dry Zone,sandy_loam,1241,22.7,6.3,Yala,no,mushroom,0
Central,Nuwara Eliya,Dry Zone,compost_rich,905,21.2,5.8,Yala,no,pepper,1
Central,Nuwara Eliya,Dry Zone,compost_rich,905,21.2,5.8,Yala,no,coffee,0
Central,Nuwara Eliya,Dry Zone,compost_rich,905,21.2,5.8,Yala,no,paddy,0
Uva,Monaragala,Intermediate Zone,compost_rich,1338,24.6,6.8,Yala,no,ginger,1
Uva,Monaragala,Intermediate Zone,compost_rich,1338,24.6,6.8,Yala,no,rubber,0
Uva,Monaragala,Intermediate Zone,compost_rich,1338,24.6,6.8,Yala,no,coconut,0
Northern,Mullaitivu,Dry Zone,loamy,2631,26.0,5.5,Maha,yes,turmeric,1
Northern,Mullaitivu,Dry Zone,loamy,2631,26.0,5.5,Maha,yes,banana,0
Northern,Mullaitivu,Dry Zone,loamy,2631,26.0,5.5,Maha,yes,coconut,0
Sabaragamuwa,Ratnapura,Wet Zone,clay,2743,27.7,6.9,Yala,no,rubber,1
Sabaragamuwa,Ratnapura,Wet Zone,clay,2743,27.7,6.9,Yala,no,maize,0
Sabaragamuwa,Ratnapura,Wet Zone,clay,2743,27.7,6.9,Yala,no,vegetables,0
North Western,Puttalam,Dry Zone,clay,840,32.3,6.9,Maha,no,paddy,1
North Western,Puttalam,Dry Zone,clay,840,32.3,6.9,Maha,no,mushroom,0
North Western,Puttalam,Dry Zone,clay,840,32.3,6.9,Maha,no,coconut,0
North Western,Puttalam,Dry Zone,clay,2750,30.1,7.4,Maha,no,paddy,1
North Western,Puttalam,Dry Zone,clay,2750,30.1,7.4,Maha,no,maize,0
North Western,Puttalam,Dry Zone,clay,2750,30.1,7.4,Maha,no,ginger,0
Uva,Badulla,Wet Zone,clay,2772,30.2,7.2,Maha,no,tea,1
Uva,Badulla,Wet Zone,clay,2772,30.2,7.2,Maha,no,paddy,0
Uva,Badulla,Wet Zone,clay,2772,30.2,7.2,Maha,no,turmeric,0
Southern,Galle,Dry Zone,sandy_loam,1651,32.0,6.4,Maha,yes,banana,1
Southern,Galle,Dry Zone,sandy_loam,1651,32.0,6.4,Maha,yes,tea,0
Southern,Galle,Dry Zone,sandy_loam,1651,32.0,6.4,Maha,yes,ginger,0
Sabaragamuwa,Kegalle,Intermediate Zone,compost_rich,962,30.8,4.9,Maha,no,pepper,1
Sabaragamuwa,Kegalle,Intermediate Zone,compost_rich,962,30.8,4.9,Maha,no,turmeric,0
Sabaragamuwa,Kegalle,Intermediate Zone,compost_rich,962,30.8,4.9,Maha,no,mushroom,0
Uva,Badulla,Intermediate Zone,clay_loam,1298,28.1,4.7,Yala,yes,vegetables,1
Uva,Badulla,Intermediate Zone,clay_loam,1298,28.1,4.7,Yala,yes,rubber,0
Uva,Badulla,Intermediate Zone,clay_loam,1298,28.1,4.7,Yala,yes,maize,0
Eastern,Batticaloa,Dry Zone,compost_rich,849,20.2,5.6,Yala,no,turmeric,1
Eastern,Batticaloa,Dry Zone,compost_rich,849,20.2,5.6,Yala,no,tea,0
Eastern,Batticaloa,Dry Zone,compost_rich,849,20.2,5.6,Yala,no,fruits,0
Southern,Matara,Intermediate Zone,sandy_loam,2670,32.8,6.0,Yala,yes,coconut,1
Southern,Matara,Intermediate Zone,sandy_loam,2670,32.8,6.0,Yala,yes,maize,0
Southern,Matara,Intermediate Zone,sandy_loam,2670,32.8,6.0,Yala,yes,cinnamon,0
Uva,Monaragala,Dry Zone,clay_loam,2554,20.2,7.0,Yala,yes,paddy,1
Uva,Monaragala,Dry Zone,clay_loam,2554,20.2,7.0,Yala,yes,pepper,0
Uva,Monaragala,Dry Zone,clay_loam,2554,20.2,7.0,Yala,yes,coconut,0
Central,Matale,Dry Zone,compost_rich,2843,21.8,5.0,Maha,no,coffee,1
Central,Matale,Dry Zone,compost_rich,2843,21.8,5.0,Maha,no,vegetables,0
Central,Matale,Dry Zone,compost_rich,2843,21.8,5.0,Maha,no,rubber,0
Eastern,Ampara,Dry Zone,clay_loam,1977,27.4,5.7,Maha,no,paddy,1
Eastern,Ampara,Dry Zone,clay_loam,1977,27.4,5.7,Maha,no,maize,0
Eastern,Ampara,Dry Zone,clay_loam,1977,27.4,5.7,Maha,no,cinnamon,0
Sabaragamuwa,Ratnapura,Wet Zone,sandy_loam,2808,33.0,6.6,Maha,no,rubber,1
Sabaragamuwa,Ratnapura,Wet Zone,sandy_loam,2808,33.0,6.6,Maha,no,fruits,0
Sabaragamuwa,Ratnapura,Wet Zone,sandy_loam,2808,33.0,6.6,Maha,no,vegetables,0
Uva,Badulla,Intermediate Zone,loamy,2130,25.7,5.3,Yala,no,turmeric,1
Uva,Badulla,Intermediate Zone,loamy,2130,25.7,5.3,Yala,no,rubber,0
Uva,Badulla,Intermediate Zone,loamy,2130,25.7,5.3,Yala,no,ginger,0
Uva,Monaragala,Intermediate Zone,clay_loam,1452,23.1,7.3,Yala,no,vegetables,1
Uva,Monaragala,Intermediate Zone,clay_loam,1452,23.1,7.3,Yala,no,banana,0
Uva,Monaragala,Intermediate Zone,clay_loam,1452,23.1,7.3,Yala,no,rubber,0
Eastern,Trincomalee,Dry Zone,compost_rich,1471,24.4,6.2,Maha,yes,mushroom,1
Eastern,Trincomalee,Dry Zone,compost_rich,1471,24.4,6.2,Maha,yes,coconut,0
Eastern,Trincomalee,Dry Zone,compost_rich,1471,24.4,6.2,Maha,yes,tea,0
North Central,Anuradhapura,Intermediate Zone,sandy_loam,2282,20.7,4.8,Yala,yes,fruits,1
North Central,Anuradhapura,Intermediate Zone,sandy_loam,2282,20.7,4.8,Yala,yes,turmeric,0
North Central,Anuradhapura,Intermediate Zone,sandy_loam,2282,20.7,4.8,Yala,yes,tea,0
Central,Matale,Dry Zone,loamy,2616,30.9,4.7,Maha,no,tea,1
Central,Matale,Dry Zone,loamy,2616,30.9,4.7,Maha,no,cinnamon,0
Central,Matale,Dry Zone,loamy,2616,30.9,4.7,Maha,no,maize,0
Western,Gampaha,Intermediate Zone,clay_loam,1359,20.6,7.3,Yala,no,coconut,1
Western,Gampaha,Intermediate Zone,clay_loam,1359,20.6,7.3,Yala,no,rubber,0
Western,Gampaha,Intermediate Zone,clay_loam,1359,20.6,7.3,Yala,no,coffee,0
Eastern,Ampara,Dry Zone,compost_rich,2770,32.0,6.5,Maha,no,banana,1
Eastern,Ampara,Dry Zone,compost_rich,2770,32.0,6.5,Maha,no,fruits,0
Eastern,Ampara,Dry Zone,compost_rich,2770,32.0,6.5,Maha,no,pepper,0
North Central,Polonnaruwa,Wet Zone,compost_rich,2027,33.1,4.6,Maha,yes,mushroom,1
North Central,Polonnaruwa,Wet Zone,compost_rich,2027,33.1,4.6,Maha,yes,cinnamon,0
North Central,Polonnaruwa,Wet Zone,compost_rich,2027,33.1,4.6,Maha,yes,fruits,0
Eastern,Batticaloa,Intermediate Zone,compost_rich,1729,33.8,6.7,Maha,no,paddy,1
Eastern,Batticaloa,Intermediate Zone,compost_rich,1729,33.8,6.7,Maha,no,rubber,0
Eastern,Batticaloa,Intermediate Zone,compost_rich,1729,33.8,6.7,Maha,no,pepper,0
Sabaragamuwa,Ratnapura,Wet Zone,clay,1916,21.9,6.9,Maha,yes,rubber,1
Sabaragamuwa,Ratnapura,Wet Zone,clay,1916,21.9,6.9,Maha,yes,cinnamon,0
Sabaragamuwa,Ratnapura,Wet Zone,clay,1916,21.9,6.9,Maha,yes,vegetables,0
Central,Nuwara Eliya,Intermediate Zone,sandy_loam,852,23.4,5.4,Maha,yes,maize,1
Central,Nuwara Eliya,Intermediate Zone,sandy_loam,852,23.4,5.4,Maha,yes,pepper,0
Central,Nuwara Eliya,Intermediate Zone,sandy_loam,852,23.4,5.4,Maha,yes,fruits,0
Uva,Monaragala,Wet Zone,clay,1302,25.7,5.0,Yala,no,pepper,1
Uva,Monaragala,Wet Zone,clay,1302,25.7,5.0,Yala,no,rubber,0
Uva,Monaragala,Wet Zone,clay,1302,25.7,5.0,Yala,no,tea,0
Northern,Vavuniya,Intermediate Zone,clay_loam,2173,25.1,5.7,Yala,no,vegetables,1
Northern,Vavuniya,Intermediate Zone,clay_loam,2173,25.1,5.7,Yala,no,mushroom,0
Northern,Vavuniya,Intermediate Zone,clay_loam,2173,25.1,5.7,Yala,no,turmeric,0
North Central,Polonnaruwa,Dry Zone,compost_rich,2729,28.3,6.8,Maha,yes,mushroom,1
North Central,Polonnaruwa,Dry Zone,compost_rich,2729,28.3,6.8,Maha,yes,ginger,0
North Central,Polonnaruwa,Dry Zone,compost_rich,2729,28.3,6.8,Maha,yes,maize,0
Western,Colombo,Dry Zone,clay,826,20.4,4.6,Yala,no,mushroom,1
Western,Colombo,Dry Zone,clay,826,20.4,4.6,Yala,no,paddy,0
Western,Colombo,Dry Zone,clay,826,20.4,4.6,Yala,no,turmeric,0
Northern,Mullaitivu,Wet Zone,sandy_loam,2937,31.1,5.2,Maha,no,banana,1
Northern,Mullaitivu,Wet Zone,sandy_loam,2937,31.1,5.2,Maha,no,tea,0
Northern,Mullaitivu,Wet Zone,sandy_loam,2937,31.1,5.2,Maha,no,mushroom,0
North Central,Polonnaruwa,Wet Zone,clay,1053,24.9,5.5,Maha,yes,coconut,1
North Central,Polonnaruwa,Wet Zone,clay,1053,24.9,5.5,Maha,yes,maize,0
North Central,Polonnaruwa,Wet Zone,clay,1053,24.9,5.5,Maha,yes,pepper,0
North Central,Anuradhapura,Dry Zone,sandy_loam,903,26.7,7.0,Yala,no,maize,1
North Central,Anuradhapura,Dry Zone,sandy_loam,903,26.7,7.0,Yala,no,cinnamon,0
North Central,Anuradhapura,Dry Zone,sandy_loam,903,26.7,7.0,Yala,no,coffee,0
Uva,Monaragala,Dry Zone,clay_loam,2544,33.8,5.4,Yala,no,paddy,1
Uva,Monaragala,Dry Zone,clay_loam,2544,33.8,5.4,Yala,no,pepper,0
Uva,Monaragala,Dry Zone,clay_loam,2544,33.8,5.4,Yala,no,banana,0
Northern,Mannar,Wet Zone,clay_loam,2328,28.4,5.0,Maha,yes,cinnamon,1
Northern,Mannar,Wet Zone,clay_loam,2328,28.4,5.0,Maha,yes,rubber,0
Northern,Mannar,Wet Zone,clay_loam,2328,28.4,5.0,Maha,yes,ginger,0
Eastern,Batticaloa,Dry Zone,compost_rich,2731,20.3,5.7,Yala,no,paddy,1
Eastern,Batticaloa,Dry Zone,compost_rich,2731,20.3,5.7,Yala,no,ginger,0
Eastern,Batticaloa,Dry Zone,compost_rich,2731,20.3,5.7,Yala,no,cinnamon,0
Eastern,Trincomalee,Intermediate Zone,clay_loam,1373,22.1,4.5,Maha,yes,vegetables,1
Eastern,Trincomalee,Intermediate Zone,clay_loam,1373,22.1,4.5,Maha,yes,coffee,0
Eastern,Trincomalee,Intermediate Zone,clay_loam,1373,22.1,4.5,Maha,yes,mushroom,0
Sabaragamuwa,Ratnapura,Wet Zone,clay,1549,33.8,5.4,Maha,no,rubber,1
Sabaragamuwa,Ratnapura,Wet Zone,clay,1549,33.8,5.4,Maha,no,vegetables,0
Sabaragamuwa,Ratnapura,Wet Zone,clay,1549,33.8,5.4,Maha,no,turmeric,0
Uva,Monaragala,Intermediate Zone,loamy,2151,23.3,5.8,Yala,yes,turmeric,1
Uva,Monaragala,Intermediate Zone,loamy,2151,23.3,5.8,Yala,yes,paddy,0
Uva,Monaragala,Intermediate Zone,loamy,2151,23.3,5.8,Yala,yes,coffee,0
Western,Kalutara,Intermediate Zone,loamy,1035,33.5,5.3,Yala,no,coconut,1
Western,Kalutara,Intermediate Zone,loamy,1035,33.5,5.3,Yala,no,fruits,0
Western,Kalutara,Intermediate Zone,loamy,1035,33.5,5.3,Yala,no,ginger,0
Uva,Monaragala,Intermediate Zone,compost_rich,2849,32.7,5.9,Maha,yes,mushroom,1
Uva,Monaragala,Intermediate Zone,compost_rich,2849,32.7,5.9,Maha,yes,fruits,0
Uva,Monaragala,Intermediate Zone,compost_rich,2849,32.7,5.9,Maha,yes,banana,0
Uva,Monaragala,Dry Zone,clay_loam,2007,26.6,6.8,Maha,yes,paddy,1
Uva,Monaragala,Dry Zone,clay_loam,2007,26.6,6.8,Maha,yes,coffee,0
Uva,Monaragala,Dry Zone,clay_loam,2007,26.6,6.8,Maha,yes,rubber,0
Western,Kalutara,Dry Zone,clay,2209,33.0,7.1,Maha,no,paddy,1
Western,Kalutara,Dry Zone,clay,2209,33.0,7.1,Maha,no,mushroom,0
Western,Kalutara,Dry Zone,clay,2209,33.0,7.1,Maha,no,ginger,0
North Western,Kurunegala,Wet Zone,loamy,2899,24.5,7.2,Yala,no,coconut,1
North Western,Kurunegala,Wet Zone,loamy,2899,24.5,7.2,Yala,no,banana,0
North Western,Kurunegala,Wet Zone,loamy,2899,24.5,7.2,Yala,no,mushroom,0
Southern,Hambantota,Dry Zone,loamy,1952,33.9,6.1,Yala,yes,turmeric,1
Southern,Hambantota,Dry Zone,loamy,1952,33.9,6.1,Yala,yes,mushroom,0
Southern,Hambantota,Dry Zone,loamy,1952,33.9,6.1,Yala,yes,fruits,0
Eastern,Trincomalee,Intermediate Zone,sandy_loam,2214,29.9,6.9,Yala,no,banana,1
Eastern,Trincomalee,Intermediate Zone,sandy_loam,2214,29.9,6.9,Yala,no,vegetables,0
Eastern,Trincomalee,Intermediate Zone,sandy_loam,2214,29.9,6.9,Yala,no,mushroom,0
Uva,Badulla,Wet Zone,loamy,1695,30.7,4.8,Maha,yes,turmeric,1
Uva,Badulla,Wet Zone,loamy,1695,30.7,4.8,Maha,yes,maize,0
Uva,Badulla,Wet Zone,loamy,1695,30.7,4.8,Maha,yes,cinnamon,0
Central,Matale,Intermediate Zone,compost_rich,2765,29.1,6.9,Maha,no,vegetables,1
Central,Matale,Intermediate Zone,compost_rich,2765,29.1,6.9,Maha,no,mushroom,0
Central,Matale,Intermediate Zone,compost_rich,2765,29.1,6.9,Maha,no,coconut,0
Western,Kalutara,Wet Zone,clay_loam,2315,26.0,6.0,Yala,no,rubber,1
Western,Kalutara,Wet Zone,clay_loam,2315,26.0,6.0,Yala,no,ginger,0
Western,Kalutara,Wet Zone,clay_loam,2315,26.0,6.0,Yala,no,mushroom,0
North Central,Anuradhapura,Dry Zone,compost_rich,2093,21.1,5.9,Yala,no,rubber,1
North Central,Anuradhapura,Dry Zone,compost_rich,2093,21.1,5.9,Yala,no,fruits,0
North Central,Anuradhapura,Dry Zone,compost_rich,2093,21.1,5.9,Yala,no,turmeric,0
North Central,Polonnaruwa,Wet Zone,clay_loam,1777,21.6,5.4,Yala,no,ginger,1
North Central,Polonnaruwa,Wet Zone,clay_loam,1777,21.6,5.4,Yala,no,paddy,0
North Central,Polonnaruwa,Wet Zone,clay_loam,1777,21.6,5.4,Yala,no,rubber,0
Sabaragamuwa,Ratnapura,Wet Zone,compost_rich,1511,32.4,5.3,Maha,yes,rubber,1
Sabaragamuwa,Ratnapura,Wet Zone,compost_rich,1511,32.4,5.3,Maha,yes,mushroom,0
Sabaragamuwa,Ratnapura,Wet Zone,compost_rich,1511,32.4,5.3,Maha,yes,banana,0
North Central,Polonnaruwa,Intermediate Zone,compost_rich,2555,31.3,5.1,Maha,no,fruits,1
North Central,Polonnaruwa,Intermediate Zone,compost_rich,2555,31.3,5.1,Maha,no,tea,0
North Central,Polonnaruwa,Intermediate Zone,compost_rich,2555,31.3,5.1,Maha,no,coffee,0
Central,Nuwara Eliya,Wet Zone,sandy_loam,950,28.5,4.6,Maha,yes,maize,1
Central,Nuwara Eliya,Wet Zone,sandy_loam,950,28.5,4.6,Maha,yes,fruits,0
Central,Nuwara Eliya,Wet Zone,sandy_loam,950,28.5,4.6,Maha,yes,coffee,0
North Central,Polonnaruwa,Intermediate Zone,clay_loam,1315,27.1,5.7,Maha,yes,vegetables,1
North Central,Polonnaruwa,Intermediate Zone,clay_loam,1315,27.1,5.7,Maha,yes,cinnamon,0
North Central,Polonnaruwa,Intermediate Zone,clay_loam,1315,27.1,5.7,Maha,yes,maize,0
Eastern,Trincomalee,Dry Zone,sandy_loam,2605,26.9,6.2,Yala,yes,tea,1
Eastern,Trincomalee,Dry Zone,sandy_loam,2605,26.9,6.2,Yala,yes,turmeric,0
Eastern,Trincomalee,Dry Zone,sandy_loam,2605,26.9,6.2,Yala,yes,coffee,0
North Western,Kurunegala,Intermediate Zone,clay,1537,27.9,6.6,Yala,yes,coconut,1
North Western,Kurunegala,Intermediate Zone,clay,1537,27.9,6.6,Yala,yes,pepper,0
North Western,Kurunegala,Intermediate Zone,clay,1537,27.9,6.6,Yala,yes,mushroom,0
Southern,Matara,Dry Zone,compost_rich,2321,21.6,7.4,Maha,yes,mushroom,1
Southern,Matara,Dry Zone,compost_rich,2321,21.6,7.4,Maha,yes,banana,0
Southern,Matara,Dry Zone,compost_rich,2321,21.6,7.4,Maha,yes,maize,0
North Western,Kurunegala,Wet Zone,clay_loam,1439,28.7,6.7,Maha,no,coconut,1
North Western,Kurunegala,Wet Zone,clay_loam,1439,28.7,6.7,Maha,no,mushroom,0
North Western,Kurunegala,Wet Zone,clay_loam,1439,28.7,6.7,Maha,no,ginger,0
Southern,Matara,Dry Zone,clay_loam,1590,24.3,7.0,Yala,no,paddy,1
Southern,Matara,Dry Zone,clay_loam,1590,24.3,7.0,Yala,no,rubber,0
Southern,Matara,Dry Zone,clay_loam,1590,24.3,7.0,Yala,no,coconut,0
Southern,Hambantota,Wet Zone,clay,929,29.8,5.2,Yala,yes,coconut,1
Southern,Hambantota,Wet Zone,clay,929,29.8,5.2,Yala,yes,cinnamon,0
Southern,Hambantota,Wet Zone,clay,929,29.8,5.2,Yala,yes,paddy,0
North Western,Puttalam,Dry Zone,sandy_loam,2563,21.1,5.7,Maha,no,turmeric,1
North Western,Puttalam,Dry Zone,sandy_loam,2563,21.1,5.7,Maha,no,maize,0
North Western,Puttalam,Dry Zone,sandy_loam,2563,21.1,5.7,Maha,no,coconut,0
Sabaragamuwa,Kegalle,Intermediate Zone,clay_loam,2101,24.7,7.5,Maha,no,rubber,1
Sabaragamuwa,Kegalle,Intermediate Zone,clay_loam,2101,24.7,7.5,Maha,no,vegetables,0
Sabaragamuwa,Kegalle,Intermediate Zone,clay_loam,2101,24.7,7.5,Maha,no,maize,0
North Western,Kurunegala,Wet Zone,loamy,2694,32.6,7.1,Maha,no,coconut,1
North Western,Kurunegala,Wet Zone,loamy,2694,32.6,7.1,Maha,no,maize,0
North Western,Kurunegala,Wet Zone,loamy,2694,32.6,7.1,Maha,no,fruits,0
Western,Kalutara,Wet Zone,clay_loam,1169,22.7,7.5,Maha,no,rubber,1
Western,Kalutara,Wet Zone,clay_loam,1169,22.7,7.5,Maha,no,banana,0
Western,Kalutara,Wet Zone,clay_loam,1169,22.7,7.5,Maha,no,coffee,0
Eastern,Batticaloa,Wet Zone,sandy_loam,1902,33.0,5.6,Yala,yes,banana,1
Eastern,Batticaloa,Wet Zone,sandy_loam,1902,33.0,5.6,Yala,yes,ginger,0
Eastern,Batticaloa,Wet Zone,sandy_loam,1902,33.0,5.6,Yala,yes,coconut,0
North Western,Kurunegala,Dry Zone,compost_rich,2233,25.6,6.1,Maha,no,turmeric,1
North Western,Kurunegala,Dry Zone,compost_rich,2233,25.6,6.1,Maha,no,tea,0
North Western,Kurunegala,Dry Zone,compost_rich,2233,25.6,6.1,Maha,no,coffee,0
Southern,Galle,Intermediate Zone,sandy_loam,923,33.5,7.5,Maha,yes,coconut,1
Southern,Galle,Intermediate Zone,sandy_loam,923,33.5,7.5,Maha,yes,turmeric,0
Southern,Galle,Intermediate Zone,sandy_loam,923,33.5,7.5,Maha,yes,tea,0
Sabaragamuwa,Kegalle,Intermediate Zone,compost_rich,1999,21.8,6.2,Maha,yes,mushroom,1
Sabaragamuwa,Kegalle,Intermediate Zone,compost_rich,1999,21.8,6.2,Maha,yes,tea,0
Sabaragamuwa,Kegalle,Intermediate Zone,compost_rich,1999,21.8,6.2,Maha,yes,turmeric,0
North Western,Kurunegala,Dry Zone,clay,2312,22.3,7.0,Yala,no,paddy,1
North Western,Kurunegala,Dry Zone,clay,2312,22.3,7.0,Yala,no,banana,0
North Western,Kurunegala,Dry Zone,clay,2312,22.3,7.0,Yala,no,coffee,0
Eastern,Batticaloa,Wet Zone,clay,2223,20.3,5.3,Yala,yes,paddy,1
Eastern,Batticaloa,Wet Zone,clay,2223,20.3,5.3,Yala,yes,cinnamon,0
Eastern,Batticaloa,Wet Zone,clay,2223,20.3,5.3,Yala,yes,pepper,0
Northern,Mullaitivu,Wet Zone,clay,2895,22.1,6.9,Yala,yes,pepper,1
Northern,Mullaitivu,Wet Zone,clay,2895,22.1,6.9,Yala,yes,cinnamon,0
Northern,Mullaitivu,Wet Zone,clay,2895,22.1,6.9,Yala,yes,turmeric,0
Uva,Monaragala,Dry Zone,clay_loam,1873,27.5,4.9,Maha,yes,paddy,1
Uva,Monaragala,Dry Zone,clay_loam,1873,27.5,4.9,Maha,yes,rubber,0
Uva,Monaragala,Dry Zone,clay_loam,1873,27.5,4.9,Maha,yes,cinnamon,0
Northern,Kilinochchi,Dry Zone,clay,2197,31.9,4.7,Maha,no,paddy,1
Northern,Kilinochchi,Dry Zone,clay,2197,31.9,4.7,Maha,no,coffee,0
Northern,Kilinochchi,Dry Zone,clay,2197,31.9,4.7,Maha,no,cinnamon,0
Western,Gampaha,Dry Zone,clay_loam,2553,30.7,6.5,Maha,yes,paddy,1
Western,Gampaha,Dry Zone,clay_loam,2553,30.7,6.5,Maha,yes,mushroom,0
Western,Gampaha,Dry Zone,clay_loam,2553,30.7,6.5,Maha,yes,rubber,0
Western,Colombo,Intermediate Zone,loamy,1491,21.0,7.3,Maha,yes,coconut,1
Western,Colombo,Intermediate Zone,loamy,1491,21.0,7.3,Maha,yes,tea,0
Western,Colombo,Intermediate Zone,loamy,1491,21.0,7.3,Maha,yes,rubber,0
Uva,Monaragala,Intermediate Zone,compost_rich,1221,26.6,4.6,Maha,yes,mushroom,1
Uva,Monaragala,Intermediate Zone,compost_rich,1221,26.6,4.6,Maha,yes,fruits,0
Uva,Monaragala,Intermediate Zone,compost_rich,1221,26.6,4.6,Maha,yes,cinnamon,0
Southern,Hambantota,Dry Zone,clay,845,31.2,6.3,Yala,no,paddy,1
Southern,Hambantota,Dry Zone,clay,845,31.2,6.3,Yala,no,mushroom,0
Southern,Hambantota,Dry Zone,clay,845,31.2,6.3,Yala,no,coconut,0
Central,Nuwara Eliya,Intermediate Zone,sandy_loam,1786,24.5,6.3,Maha,no,pepper,1
Central,Nuwara Eliya,Intermediate Zone,sandy_loam,1786,24.5,6.3,Maha,no,vegetables,0
Central,Nuwara Eliya,Intermediate Zone,sandy_loam,1786,24.5,6.3,Maha,no,banana,0
Sabaragamuwa,Ratnapura,Intermediate Zone,compost_rich,2968,33.7,6.2,Yala,no,vegetables,1
Sabaragamuwa,Ratnapura,Intermediate Zone,compost_rich,2968,33.7,6.2,Yala,no,mushroom,0
Sabaragamuwa,Ratnapura,Intermediate Zone,compost_rich,2968,33.7,6.2,Yala,no,banana,0
Central,Nuwara Eliya,Dry Zone,loamy,1516,31.3,5.6,Yala,yes,turmeric,1
Central,Nuwara Eliya,Dry Zone,loamy,1516,31.3,5.6,Yala,yes,pepper,0
Central,Nuwara Eliya,Dry Zone,loamy,1516,31.3,5.6,Yala,yes,tea,0
Western,Gampaha,Dry Zone,clay_loam,1478,21.7,5.2,Yala,no,paddy,1
Western,Gampaha,Dry Zone,clay_loam,1478,21.7,5.2,Yala,no,mushroom,0
Western,Gampaha,Dry Zone,clay_loam,1478,21.7,5.2,Yala,no,coffee,0
North Central,Anuradhapura,Wet Zone,loamy,1485,33.9,4.5,Yala,no,rubber,1
North Central,Anuradhapura,Wet Zone,loamy,1485,33.9,4.5,Yala,no,maize,0
North Central,Anuradhapura,Wet Zone,loamy,1485,33.9,4.5,Yala,no,turmeric,0
Western,Gampaha,Dry Zone,clay_loam,2379,25.5,5.1,Yala,yes,paddy,1
Western,Gampaha,Dry Zone,clay_loam,2379,25.5,5.1,Yala,yes,coffee,0
Western,Gampaha,Dry Zone,clay_loam,2379,25.5,5.1,Yala,yes,ginger,0
North Central,Anuradhapura,Intermediate Zone,loamy,1833,24.4,4.9,Maha,no,coffee,1
North Central,Anuradhapura,Intermediate Zone,loamy,1833,24.4,4.9,Maha,no,cinnamon,0
North Central,Anuradhapura,Intermediate Zone,loamy,1833,24.4,4.9,Maha,no,banana,0
North Central,Polonnaruwa,Wet Zone,clay,1908,29.1,6.6,Maha,no,maize,1
North Central,Polonnaruwa,Wet Zone,clay,1908,29.1,6.6,Maha,no,ginger,0
North Central,Polonnaruwa,Wet Zone,clay,1908,29.1,6.6,Maha,no,mushroom,0
